material_id,pretty_formula
mp-644506,NaAlH2CO5
mp-715566,CrO3
mp-22312,Nb4FeSi
mp-1106184,MnB4
mp-7366,Sr(AgSn)2
mp-26691,Li3Ni(PO4)2
mp-1023924,MoS2
mp-1542940,TiTlPS5
mp-1288876,VReO4
mp-27373,SnClF
mp-1103558,PrGaNi
mp-1226384,Gd(CuS)3
mp-30451,SrCuBi
mp-1206730,Sr2MgMoO6
mp-561067,KRb2FeF6
mp-982619,Ho3Tm
mp-22666,NdCu3(RuO3)4
mp-570213,LiMgBi
mp-972185,Tl3Hg
mp-684609,HCl
mp-1024960,PrScSi
mp-1039340,Ca2Mg
mp-1222386,LiBH4
mp-978984,TmMgPt2
mp-867222,LiCa2Ir
mp-1220597,Nb3SnH2
mp-1080665,ScPIr
mp-1206046,Zr6CoBi2
mp-1225267,DyAlGa
mp-1222942,LaCu3Ni2
mp-19132,HgWO4
mp-19266,Sr2FeWO6
mp-7863,Rb2Sn2O3
mp-770848,Li2TiCo2O5
mp-570775,BaAu
mp-1216571,V2MoS4
mp-1225908,CsTi3AlO8
mp-1103697,Bi2Pd3Se2
mp-1184278,GaPd3
mp-606777,Eu(InAu)3
mp-5330,LaAlSi2
mp-30877,SrTl2
mp-1112007,Cs2RbAsCl6
mp-1543041,CaVF5
mp-778056,Mn3O5F
mp-20718,EuNiO3
mp-568747,K(NiSe)2
mp-1542401,MgSnF6
mp-861951,LiTaRh2
mp-550751,BaBeSiO4
mp-1064456,CuO
mp-580941,AgI
mp-105,Te
mp-863674,ErMgHg2
mp-1025577,W3(SeS2)2
mp-1221768,Mn4CdS5
mp-8248,Rb2TeO3
mp-11834,CuNiSb2
mp-1095572,TbAlAu
mp-5132,YPO4
mp-6999,ScPS4
mp-1213870,Ce2CN3Cl
mp-1105908,La5Sn3
mp-759777,Mn(CoO3)2
mp-1272755,Li2FeO2
mp-1215937,YAlFe
mp-1216468,V3Si2Mo3
mp-569783,ErFe3
mp-10644,TaTl3Se4
mp-675880,Cu2SnTe3
mp-1102210,DyRe2
mp-18802,BaPr2NiO5
mp-1223364,KNaNb2O6
mvc-5910,Mg2MoWO6
mp-754903,Y(BO2)3
mp-4586,LiAlTe2
mp-1190044,Tm4Ge6Os7
mp-1220340,Nd2Ge3Pd
mp-1227141,CaNdCrO4
mp-1219974,PrGa3Pd
mp-1102160,EuGaSn
mp-9868,KCu3S2
mp-1100392,LiSiB
mp-1114392,Rb2InSbI6
mp-5920,LiAlGe
mp-755364,NdSeO
mp-1218975,SmYS2
mp-1132,CdO
mp-21024,SrIn2Pd
mp-1029338,LiV2N3
mp-5426,ErB3Mo
mp-672233,N2
mp-22422,Ce3Te4
mp-545506,GdZnPO
mp-1189451,BeCN2
mp-30438,Be2Cr
mp-1103896,Gd3BiO3
mp-1094092,NaPH6
mp-867689,LiCuS
mp-1227236,CaCd3O4
mp-1226579,CeSiGe
mp-19988,SmGa5Co
mp-1246436,MgScTiS4
mp-14344,Yb2(NiB2)3
mp-626497,Al(HO)3
mp-1189696,Si5Ir4
mp-1222704,LaZnAgP2
mp-1190257,GeSe2
mp-1106025,Bi6Te10Pb
mp-30500,TiCd
mp-1187209,Ta2TiW
mp-11610,PrCo4B
mp-862815,LiScAu2
mp-1112643,CsInI3
mp-571352,TmB6
mp-1102521,PrGaPd
mp-1206699,Si4P4Os
mp-1101301,TeO3
mp-1147595,CuPb2(ClO)2
mp-550081,Ba2LaIrO6
mp-18190,CaCu3(SnO3)4
mp-22999,Hg3(ClO)2
mp-37520,Ca(PrTe2)2
mp-15081,Sm2Se3
mp-862774,LiInPt2
mp-556477,Lu2O3
mp-1209845,NdSiPd2
mp-20584,RbEuS2
mp-1026023,Mo2W(SeS2)2
mp-1221888,Mn3Fe9C4
mp-27419,LiBiF6
mp-22251,TbGaPt
mp-1217672,Tb2ZnCu
mp-15791,LiErS2
mp-1009730,Ca2Sn
mp-865318,Lu2MgRu
mp-1218465,SrCa3(RuO3)4
mp-22409,Hf3B2Ir5
mp-1245927,Ti2SN2
mp-1225370,DyCdIn
mp-30817,LiAl2Pd
mp-558573,Y2O3
mp-573563,Sm(CoP)2
mp-20831,Gd4Sb3
mp-21000,Dy(MnGe)2
mp-1029245,Te2MoWSe2
mp-1114501,Rb3PdF6
mp-13322,LiGeRh2
mp-30536,V5Sb4
mp-1185103,La3Tl
mp-972412,TmLuIr2
mp-22967,Li2FeBr4
mp-3376,Sr2SnO4
mp-1178661,YbMoClO4
mp-753863,Li2Ti2S5
mp-1518594,KSrGdWO6
mp-752461,Mn6O5F7
mp-1070507,Lu2AlNi2
mp-1211628,KEr(CO3)2
mp-546989,V2MoO8
mp-559826,ErCuS2
mp-1229000,AgSbSe2
mp-1111665,K2LiRhF6
mp-865176,HfCu3
mp-1102926,YGaCo
mp-1185307,LiAl2Cu
mp-19327,LuNiO3
mp-4473,Ba(CuSe)2
mp-1214092,Ca(TmS2)2
mp-16321,SrCuP
mp-1225825,La3Gd(BrO)4
mp-1113459,Cs2PrAgCl6
mp-753099,Li3Co2(SiO4)2
mp-1215336,ZrAl6Mo
mp-756205,ScBiO3
mvc-5744,ReWO6
mp-680731,Tl2Te3
mp-1223732,InGaCuAgSe4
mp-21074,Cr2HgO4
mp-569776,TaNi3
mp-556418,AlSCl3O2
mp-34034,Ba8P5Br
mp-1185239,LiTl2Pd
mp-998917,K2O2
mp-30307,DyBiRh
mp-753457,Li4Mn3OF11
mp-756657,V4FeCoO12
mp-20407,NdFeO3
mp-865752,YbGa2Ir
mp-1486,ZnNi
mp-8398,CsYbF3
mp-1187334,TbDyIn2
mp-1185086,LaYbTl2
mp-31443,Li2InIr
mp-1205323,Tb6OsI10
mp-1189636,NdMg(NiH)4
mp-1101909,VCl5
mp-1209130,Sc2InPd2
mp-1186760,SrSn3
mp-1238786,Li(CrS2)2
mp-1220003,PPd4
mp-554955,MgCrF6
mp-1206800,ErCuSn
mp-1212213,Ho5BiPt2
mp-753801,Cs2Sr2O3
mp-636380,Li(MoO2)2
mp-19247,ScVO4
mp-34787,Ag7NO11
mp-976082,Mn2GaW
mp-1219715,PrYAl6
mp-23891,NaHO
mp-1218988,SmYCu4
mp-636614,YPb2
mp-1214839,Al3Bi(BO3)4
mp-1094791,Mg3Zn
mp-8189,LiReO3
mp-20167,V2FeO4
mp-1184983,Li2CdBi
mp-1356,Sb2Pd
mp-1213266,Gd12Co6Pb
mp-1188074,Zn3In
mp-3534,Ge2Sb2Te5
mp-1079670,TmSb(PbO3)2
mp-1224829,Ga2Co6C
mp-772295,TmClO
mp-1226460,Co3PW2
mp-22425,Sc2FeB2Ir5
mp-867776,LiDy2Os
mp-1205734,YRe2SiC
mp-760942,Na2CrO4
mp-570899,YbNi2Sn
mp-1079921,HoNiGe3
mp-23562,KIO4
mp-1224180,InGaCu2(TeSe)2
mp-976281,Li3Pd
mp-510315,Ce(GeIr)2
mp-2016,PrNi2
mp-1186901,Re
mp-983509,Na3Cd
mp-11548,YbTlPd
mp-752418,La2Se2O
mp-1188890,Y7Pt3
mp-1103749,Sc(CrGe)6
mp-1223285,KV4O10
mp-7086,RbFeSe2
mp-6985,Ti
mp-867798,La2AgRu
mp-1080525,FeB
mp-864645,YbSiPt2
mp-35015,NaBiSe2
mp-8462,Hf3Al2
mp-1522804,BaSrSmSbO6
mp-1208252,Ti5As3
mp-19879,PPd3
mp-977056,MgPt5
mp-1217695,Tb2Mg5Ag
mp-1228479,Al2Zn(SeS)2
mp-1222607,Li2SnPt
mp-1176770,LiCrP2S7
mp-15651,NiSe
mp-1246834,LiCoN
mp-1217976,Ta2VC2
mp-1184466,EuIn3
mp-1027738,TeMoS
mp-23282,ZrI3
mp-10783,RbHoSe2
mp-1222032,Mn2InSbO6
mp-18755,NdMnSbO
mp-1220831,Nb10Ge7
mp-29151,Li5NCl2
mp-567849,Er2Al3Co
mp-1184437,EuInAg2
mp-759224,Li5CuF8
mp-972970,ScSiRh2
mp-1272616,BaYMnCuO5
mp-1105840,Nb3VSe6
mp-861654,HoInPd2
mp-1223422,La10ZnPb5
mp-1014230,TiZn
mp-1102938,MnTlF4
mp-1222691,Li5Fe2(IrO5)2
mp-867119,LiHfPd2
mp-1183592,CaYbPd2
mp-646507,Hf2Ni2Sn
mp-1186746,PrBi3
mp-1176530,LiVF4
mp-1100415,ZrSbRh
mp-1210087,NaEr(Pd3O4)2
mp-28962,Ti4Bi2O11
mp-1205887,Er2Ge6Pd
mp-983365,K3Hg
mp-867882,SmCdAu2
mp-754425,Li2MnCr3O8
mp-669917,ZrRh
mp-1079715,LuNiGe3
mp-19722,MnCu2SnS4
mp-754844,Na2IrO3
mp-4135,RbPO3
mp-1208871,Sr2EuBiO6
mp-1188741,Zr3Co2Si3
mp-1222736,Li5Co(Ni2O5)2
mp-1095697,LaMg2
mp-1113785,Rb2GaAgCl6
mp-4410,Yb(Al2Mo)2
mp-1027273,MoW3S8
mp-1096994,HfN
mp-867246,TbGa3
mp-1183716,Ce2TlAg
mp-864743,Yb2TlCd
mp-864957,MnSbRu2
mp-17045,Hf3Rh5
mp-1223854,HoCoRu
mp-23102,Sr2Cu(ClO)2
mp-1219253,Sm2In3Cu
mp-1217890,TaSeS
mp-6687,Ba2HoSbO6
mp-568912,Be12Nb
mp-1205949,PrMgIn
mp-752547,Mn3OF5
mp-1209364,Rb3MnBr5
mp-756012,LiVF4
mp-5549,MgSnAu
mp-1113287,Rb2CuAuCl6
mp-1219791,PrZrNO2
mp-4305,Er(CuSi)2
mp-550566,EuBi2ClO4
mp-1223404,KNaTi4(BiO6)2
mp-1222303,LiNdS2
mp-1184297,ErMg5
mp-1208421,Tb5(ReO6)2
mp-1219901,Pr4(BRh4)3
mp-1186251,Nd2Co3Ge5
mp-973682,Fe3B
mp-754842,LiFeSiO4
mp-21283,Cs2PbO3
mp-5982,La(NiAs)2
mp-1094203,La2Mg
mp-19986,DyGeRu
mp-1174052,Li3MnCoO5
mp-30441,Be17Nb2
mp-1078677,Sr2H6Os
mp-8042,ZrGeO4
mp-1016155,NaMn4O8
mp-1105036,Ni(BMo)3
mp-1095141,Sr2MnMoO6
mp-1078641,SmZnNi
mp-422,BeS
mp-867163,Sr2AgPt
mp-757128,VF5
mp-754794,La2S2O
mp-864653,HoMgAu2
mp-763240,LiCoSiO4
mp-755836,Fe6OF11
mp-1223396,KNbWO6
mp-29803,SiH
mp-1181940,CdCl2
mp-7859,ZrS
mp-7006,SrNbO3
mp-21463,PrTiGe
mp-1216457,V6CoRh
mp-568328,FeP4
mp-1178485,BiCO3
mp-1226441,Co2SbAs
mp-1218519,Sr3Ti2Mn2BiO12
mp-546350,TmBi2BrO4
mp-1221923,Mn2AsP
mp-1188697,Zr5Ir3
mp-1224596,Hf2Ga3Co
mp-22450,Li2PbO3
mp-953,NbZn3
mp-1314146,V2CrO6
mp-1219020,SmTiCo11
mp-1029069,MoW(SeS)2
mp-3054,Li2CO3
mp-31412,PrSnAu
mp-31166,DyTlS2
mp-20635,TbIn5Rh
mp-1187189,TaAgO3
mp-560861,Cs2KMnF6
mp-9227,Ti3Se4
mp-21872,PrLuO3
mp-1187676,TmMg2
mp-1225870,CsTaS3
mp-850210,Li3VO3F2
mp-864895,Be2NiRh
mp-1105373,Ca5P3H
mp-505634,Cs2Te3
mp-30627,DyZn5
mp-3486,KSnSb
mp-8126,YCuSi
mp-561781,Ba2Nd2Co4O11
mp-13364,CaZn2
mp-1189448,Zr5GaPb3
mp-5486,Ca(CuSi)2
mp-17228,K2Ni3S4
mp-1222829,LaSeS
mp-5673,NiMoP8
mp-1086666,Sr2TaInO6
mp-753623,Li2Cu4S3
mp-1188370,La3Sn5
mp-1206895,La2Ni2I
mp-1113727,Rb2InAgI6
mp-1221137,Na4SeS
mp-1113719,Rb2NdAgCl6
mp-1225548,ErAlNi4
mp-1227234,CaMn2Cu3(RuO6)2
mp-1244530,MgTi2O5
mp-754596,RbGaO2
mp-1227517,Ca2Pr2MnNiO8
mp-1218716,Sr2Pr2TlNi2O9
mp-643727,HPbBrO
mp-626787,VHO2
mp-1103212,TaRh2
mp-1217076,Ti2AlGe3
mp-570689,CaInPt
mp-22040,Sn7Ir3
mp-1112137,Cs2NaYI6
mp-6188,LuNiBC
mp-1185316,LiGa2Co
mp-1094880,SrMg
mp-20186,PrRuO3
mp-4788,K(OsO3)2
mp-1224103,In2CuTe3Br
mp-22765,Eu2Si3Pd
mp-862681,ErMg3
mp-16609,Si3Os2
mp-6798,Ba2NaReO6
mp-1210246,NaMo3Se4
mp-552488,LaCuSeO
mp-1096933,CsAgO2
mp-865306,Tm2CuOs
mp-567412,Y5Sn3
mp-1064367,BaPd
mp-1287949,Sr2FeWO6
mp-12561,TaAs2
mp-1229125,Ag2BiSbTe4
mp-1205978,CaAgPb
mp-22505,GdAl3Pd2
mp-1209348,Rb5(TmI4)3
mp-1186950,Sc2InHg
mp-570606,Pr4Ge3
mp-1188008,Zr3Ga
mp-1079900,Dy(NiB)2
mp-21364,HoCuAs2
mp-1283729,NaMnO2
mp-1225728,ErAlCo
mp-978273,Mg3Cd
mp-15845,SrLi4N2
mp-1228469,Ba2Y2Co3CuO10
mp-19935,ErFeO3
mp-1218348,Sr4Cu2MoWO12
mp-1019087,CaSnHg
mp-1207148,HoFe2SiC
mp-1215533,ZnSiNi2
mp-756553,Li5Cu3(SbO5)2
mp-753601,Li2MnF6
mp-997035,CuO2F
mp-675953,Tl2SeO4
mp-1105977,Lu2Si5Ni3
mp-1306369,Ca(NiO2)2
mp-27628,Te3Cl2
mp-1518368,Ba2CeHfO6
mp-1030393,TeMoSe
mp-1221219,Na3SrTa4O12
mp-1229122,Ag2HgI4
mp-998350,BaZrSe3
mp-1216267,Y3(FeRu2)2
mp-1039659,CeMg2
mp-545548,BaHf(PO4)2
mp-1526,TiHg
mp-1112142,Cs2NaSbBr6
mp-1189356,LuAgSe2
mp-1025176,HfGa5Ni
mp-7373,CdAs
mp-23896,LuHCl
mp-1226418,Cs4Ga3FeS8
mp-1186715,Pr2SiC(NO2)2
mp-673624,MgNb2(PbO3)3
mp-1001015,Y2ZnS4
mp-3602,YAl4Ni
mp-22617,YNiSn
mp-86,Sm
mp-1223628,La(CdAs)3
mp-1211692,KCaEr2CuS5
mp-1112180,K2ScInCl6
mp-1218150,SrNdAlO4
mp-9984,SnS2
mp-1187612,YbCd2In
mp-20686,Ho2In
mp-1078636,Ba2ZnAs2
mp-1567268,CaMn(GeO3)2
mp-19014,Sr2CdWO6
mp-570058,Eu(GeIr)2
mp-865308,Be2CuRh
mp-1209342,Rb5Tm3Br12
mp-980811,TmMn12
mp-1245509,Mg3MoN4
mp-35787,Ca(DyS2)2
mp-1247418,Li2MnN2
mp-3329,Tb(NiGe)2
mp-1221009,NaPr3Mn4O12
mp-1518516,BaSrBiSbO6
mp-998241,MnInF3
mp-31179,Ho(Al2Fe)4
mp-10550,SrMg2N2
mp-865630,Yb2AgGe
mp-19124,Ca3Mn2O7
mp-1025853,Te2Mo3(SeS)2
mp-1173984,Li3MnCoO5
mp-3041,Er2CdS4
mp-696878,K3CaP2HO8
mp-5414,NaSbS2
mp-2339,Ti3Pt
mp-30106,AsCl5
mp-1209764,Pr2NiPtO6
mp-756787,Li3Co(NiO2)4
mp-644481,ScO
mvc-14915,CaTi4O8
mp-29048,Sr(BiO2)2
mp-862887,LiSc2Os
mp-1222369,LiCoNiF6
mp-1025879,Mo2W(Se2S)2
mp-11700,BaCuSb
mp-8516,CdSO3
mp-30386,HoAu3
mp-1209791,NiP8W
mp-776091,LiLaNdSbO6
mp-1173930,Li2MnO3
mp-1095685,Tm3(FeGe)4
mp-1106357,Tb5Sn3
mp-1228825,CsFeCuS2
mp-1186291,Nd3Y
mp-1220050,PrGa2Ni3
mp-560963,Rb2NaMoF6
mp-983597,Sm3SbO3
mp-1219088,SmCo3Ni2
mp-1008624,YBiPd
mp-756108,LiMnF4
mp-767631,Li3VF6
mp-754490,NiHgO2
mp-510152,DyNiSn
mp-865561,Y2AgRu
mp-984534,Dy2OsPd
mp-1228446,Al3BC
mp-1105291,Li2MnSnS4
mp-5259,RbAlF4
mp-559068,Na2Pd(SeO4)2
mp-755501,Li2CoSnO4
mp-1183849,CeI3
mp-13061,Y2O3
mp-2105,Hf3Si2
mp-542328,Ce5Ga3
mp-1222238,Mg2TiGa3S8
mp-759794,NaMnO4
mp-1091386,Lu2CoGe2
mp-568245,NbBr5
mp-23065,CsCu2Cl3
mp-756509,BaLaI5
mp-1094418,YMg2
mp-1101867,ZrCuSn
mp-1218066,SrNdZnRuO6
mp-764225,LiCo5O5F
mp-677323,Li11TiSb5
mp-1214751,Cs3ScF6
mp-977582,ZrZnRh2
mp-12268,BaCuF4
mp-1217201,Ti4Mn5V3
mp-975106,Rb2Bi2O5
mp-1221606,MnFeSi4
mp-1184455,EuCd2In
mp-20802,Eu(POs)2
mp-1190121,La3Ni13B2
mp-567712,PrCoGe
mp-782005,Li6TeO6
mp-600033,SiO2
mp-1103001,Ta4NiP
mp-3097,Tb(SiRh)2
mp-1184970,Li2HgBi
mp-1227988,BaBe2(PO4)2
mp-1018744,LaPbAu
mp-1216590,Tm3Mg
mp-1186468,PrSm
mp-1217678,Tb2Si3
mp-1219214,Sm4Ni3Ge8
mp-1094590,Li5Mg
mp-1215956,Yb2MnCoO6
mp-754420,Li7FeO5F
mp-865786,CrPd3
mp-3268,YbB2Ru3
mp-1102508,DyOs2
mp-19251,RbLiCrO4
mp-1207218,Ce(PPd)2
mp-1228382,Ba2NbCoO6
mp-607953,FeSeBr7
mp-1227801,Ca2V2PbO8
mp-20241,Mg4P6Rh7
mp-753792,Ce5Sm2O13
mp-22224,MnSeO3
mp-1187913,ZnPd3
mp-1223503,K5As4
mp-626644,Ca(HO)2
mp-1114358,Rb2LiCeF6
mp-13576,EuAsO4
mp-1225577,Er4CdS7
mp-1176398,Na2Cu3O4
mp-1205498,RbNdNb2O7
mp-1101817,SmNiGe
mp-1025380,Cr2FeTe4
mp-540915,Eu3BrO4
mp-555109,TmNbO4
mp-864741,Yb2TlPb
mp-567279,ZnCl2
mp-755519,Li3MnCr3O8
mp-1147712,CuS2
mp-505554,Sc(FeSi)2
mp-1205531,CeTiGe3
mp-4789,PrRhO3
mp-8207,Zn(PtO2)3
mp-1223813,K4NaCl5
mp-1188125,Sm3Ru
mp-1181468,Cu3NiHgSe4
mp-1025304,Zr(TiGa2)2
mp-570437,CdI2
mp-1183585,CaHoZn2
mp-1181683,CeSiPd2
mp-1189603,HoPd3S4
mp-1239221,TaCr3(AgS4)2
mp-1183557,CaSmMg2
mp-1113305,Cs2HgAuBr6
mp-1095265,LiYbBi
mp-1114576,Rb2LiSbF6
mp-1105548,Pr5Bi3
mp-568619,SiC
mp-11241,DyAu2
mp-1103688,Nd3Pt4
mp-505078,BaNb7O9
mp-1247164,Mg2TiIn3S8
mp-977054,La(Al2Fe)4
mp-758736,Li3Ni3O3F5
mp-1251,VRh
mp-861936,LiPd3
mp-1104664,Dy3Pt4
mp-1095144,La2InNi2
mp-1223485,KFeCuSe2
mp-617,PtO2
mp-1211597,La2CuIrO6
mp-754636,ErBiO3
mp-1304047,Mg2VWO6
mp-1077367,Ce2Bi
mp-1079294,TmCuSb2
mp-1104000,Sr2Cu6P5
mp-9805,KYb(CO3)2
mp-978,Sr2Sn
mp-12073,Ba(BIr)2
mp-1223711,LaCe(GePt)4
mp-9993,Al2CdS4
mp-1516635,BaSrEuNbO6
mp-1186301,NdDy3
mp-644203,CsCaH3
mp-12523,YbPO4
mp-10054,ZrAs
mp-1219474,Sb3Au
mp-753318,DyBO3
mp-1184558,Hf3Sn
mp-1567486,MgV(GeO3)2
mp-1516456,KPrEuWO6
mp-1078782,YCoSi2
mp-555552,KNaSO4
mp-1187015,Sm2HgPb
mp-865138,Hf2MnIr
mp-1077772,NdSnAu
mp-861981,HoMgZn2
mp-754774,Li2Mn3(CoO4)3
mp-1185186,Li2YbTl
mp-1220520,Nd4Rh
mp-776283,Li4NbCo3O8
mp-463,KF
mp-771398,Li3Fe3CuO8
mp-1317143,NaMn2O4
mp-1188304,Ba2SmInSe5
mp-1078387,FeCu3S4
mp-6076,Ca4LaB3O10
mp-557862,BaAg2(HgO2)2
mp-2493,CeN
mp-10503,MgB4Os3
mp-1208727,Sr3Sn4Bi
mp-864763,LiYb2Rh
mp-21182,Sc3P2
mp-581024,CsK2Sb
mp-3481,KSnAs
mp-3411,Tl(MoSe)3
mp-865918,Yb2CdSn
mp-571103,In5AgSe8
mp-22924,NaBi
mp-12693,Mg2Rh
mp-865381,Tm2IrRu
mp-614603,CsI
mp-1217609,TbAlFe
mp-861931,LiPt3
mp-754084,Cu2OF2
mp-1080749,CsFeO2
mp-1114156,K3RhF6
mp-568920,CaAu5
mp-1077453,HfCuGe
mp-1219871,PdSeS
mp-569055,CsLi2I3
mp-556754,Ti3O5
mp-328,Zr2Ni
mp-1063314,Ca2Rh
mp-775127,Li4Fe3O8
mp-1069041,NdSi3Ru
mp-1221661,MnCoB
mp-982070,VIr
mp-30393,LuInAu2
mp-7888,Sr2HoReO6
mp-8177,HgF2
mp-1227333,BaSrPd(OF)2
mp-758667,LiNi6O6F
mp-977110,NaSnPd2
mp-28967,Ba(PdS2)2
mp-1228562,Al3GeW2
mp-1226801,Ce2Si3
mp-22709,TaNiB2
mp-1216875,Tm(CuTe)3
mp-12974,Pr2CdPd2
mp-1102129,Na2YbCdSb2
mp-1219380,Sc4Co3Sb4
mp-1221429,MoPd3
mp-866184,Ti3Pb
mp-1086656,Tb(NiSb)2
mp-1006324,Ce(YS2)3
mp-864917,Dy2NiRu
mp-1080232,CsSrI3
mp-1078401,LaBi2Au
mp-1246915,NbCr3(AgS4)2
mp-4697,Zn(CrSe2)2
mp-1023935,Te2Mo
mp-1825,Cu2Sb
mp-1205761,K2PdBr6
mp-1183604,CaEu3
mp-866217,Gd2ZnRu
mp-4913,LiGa2Rh
mp-1147658,Cu6SnO8
mp-1520495,NaSrInWO6
mp-1178563,AgAsO3
mp-21069,YSiRu
mp-1523366,Ba2PrBiO6
mvc-8472,Sb2O5
mp-7998,Li2Ge2O5
mp-1180897,K2PdN2(ClO2)2
mp-30892,Ba4Bi3
mp-981365,V2ReRu
mp-1102006,Zr4CoP
mp-1104974,Cr5InSe8
mp-1018893,PrCuSn
mp-1186691,Pr2Mg
mp-11846,Pr(AlZn)2
mp-866168,TiInPd2
mp-19721,GdNbO4
mp-1094650,MgGa
mp-760462,Li5Ti(SiO4)2
mp-353,Ag2O
mp-1027671,MoW(SeS)2
mp-590,NiAs
mp-972328,Ti2IrRh
mp-1224375,Ge2Sb2Te5
mp-1226589,CeNdAl2O6
mp-7281,Dy3Ni2
mp-755016,V3(O2F)2
mp-557397,K2MnF6
mp-9596,La(BIr)4
mp-611836,O2
mp-865325,Lu2CoRu
mp-1219310,ScGaNi
mp-655461,SrIn
mp-1218454,SrCa3Hf4O12
mp-760161,Na2(NiO2)5
mp-777779,Li4Mn(TeO4)3
mp-1186040,Na
mp-1208627,SrHo2Al2O7
mp-1189023,Cr2Se3
mp-975896,PrNdTl2
mp-1184847,HoLuIr2
mp-1179149,SrMoO4
mp-1221667,MnCd3Te4
mp-1102458,YGaRh
mp-1225307,DyCu5
mp-1091413,CdCu2SnTe4
mp-1174737,Li5Mn3O8
mp-9752,Li2NbF6
mp-1226042,Dy4FeSn8
mp-29684,La5Sb3Br
mp-558336,Ho2O3
mp-1210678,LuZrF7
mp-984352,Al2CoOs
mp-1102482,Gd2Ga8Co
mp-4484,Ba(PRu)2
mp-1218164,SrLaNd(CuO3)2
mp-864982,DyBr3
mp-1219713,PrNdSb2
mp-560380,Ba4Ho(RuO4)3
mp-542824,Ce3(AgSn)4
mp-7592,AgF
mp-1224960,FeNiB
mp-1102302,CeOs2
mp-1188417,Ho5In3
mp-1209036,Sc2SnAu2
mp-4768,Eu(SiNi)2
mp-1834,NdAl4
mp-12343,CsSmZnTe3
mp-1211725,K2RbNdV2O8
mp-760401,Nb3O7F
mp-2729,Sn7Os3
mp-1206721,Cs3EuCl6
mp-1222515,Lu2(B2Rh3)3
mp-556450,PrB2ClO4
mp-1216567,TlIn3Se4
mp-1222720,Li2Al2SiO6
mp-1225489,ErBPd2Rh
mp-1025390,LaSi2Ag
mp-1185942,MgS
mp-1205862,RbSrI3
mp-977581,EuHgAu2
mp-1184360,ErLuZn2
mp-1188970,Cs2CdFe(CN)6
mp-1186753,PrNd
mp-866172,HoMg3
mp-753904,Mn7O7F
mp-1188547,Tb3Cu3Sb4
mp-4076,VCoSb
mp-1251392,AlCuF5
mp-12490,CsHoCdTe3
mp-1029655,Sr3WN3
mp-1281811,MnOF
mp-208,GeIr
mp-753276,Li2CoNiO4
mp-867182,Sm2ZnIr
mp-11328,P2W
mp-1299702,FeHO2
mp-1694,Yb2Ge
mp-561518,Mg2BiAsO6
mp-4109,Ba(AsRu)2
mp-1086652,BaAgSF
mp-2191,ErSb
mp-555150,KTa(BO3)2
mp-1283761,Li2CoNiO4
mp-1184374,FeIr3
mp-3677,MgSiN2
mp-759836,Li2V2OF5
mp-567678,Y7FeI12
mp-865462,MnV2Os
mp-1185164,HoGePd
mp-979414,WSCl4
mp-989556,Cs2NaPbF6
mp-624928,KEu(CuTe2)2
mp-1225441,Eu2Si3Au
mp-1105584,VZn2BiO6
mp-4044,ErAgSe2
mp-864675,Yb3N2
mp-10199,Mn(NbS2)3
mp-1188971,Ho2Sn5Rh3
mp-23313,InBi
mp-862371,Sc2RuPt
mp-12962,Zr6FeSb2
mp-764355,LiFeSiO4
mp-10478,CeAsRh
mp-1104166,Sc2CdSe4
mp-170,HoCd
mp-1180378,Mg(BrO3)2
mp-1189759,Pr7Ir3
mvc-16724,LiTi2O4
mp-760035,Na3Ni2O5
mp-3933,Mg2PN3
mp-1099786,Ca2Co2O5
mp-1218396,SrAlSiN3
mp-21400,Ga3Pt2
mp-865732,LuCd2
mp-696275,SnH8(NCl3)2
mp-7787,HfSO
mp-2896,Pr(GeRh)2
mp-8255,CaPtF6
mp-1183560,CaSmAg2
mp-1003483,CaMn4O8
mp-30533,KPt2S3
mp-865301,TmBr3
mp-867286,TbBS3
mp-13472,HfSiRh
mp-24131,GdH3
mp-11306,LuCd3
mp-849279,Li4Mn3OF8
mp-1224411,GdYV2O8
mp-1078335,Pr2BiN
mp-22077,Gd3Pd2
mp-756316,Li3SbS4
mp-1207603,YGa3(BO3)4
mp-1209870,Nd3TiSb5
mp-755094,Li2FeO2
mp-1216184,Y(CuS)3
mp-6474,Ba3MgNb2O9
mp-1189966,Dy4Ga12Ni
mp-976055,Li3In
mp-1220383,NbB4Mo3
mp-4468,CuSbS2
mp-567181,ZrRh
mp-1227697,BaSr3Ca2(MoO6)2
mp-1030732,TeMoSe
mp-23336,CsMnCl3
mp-1207685,Y6RhI10
mp-1182797,Ba2YbBiO6
mp-867127,ScCdAg2
mvc-14167,WF5
mp-16958,LaNi5P3
mp-1095315,BaWO4
mp-1205522,Y2FeSi2
mp-1226517,CeSiGeRh2
mp-1112689,Cs2KTmCl6
mp-1189073,ScB2Os
mp-1184057,CuSnPd2
mp-1221796,Mn3Cr3O8
mp-1101698,NaCu2O3
mp-26293,LiMoP2O7
mp-1184300,EuMg3
mp-1206776,Tb(PPd)2
mp-1187931,YbAlZn2
mp-1029368,Mg2VN3
mp-759200,V4(OF3)3
mp-1152,TiRh3
mp-2057,DyB2
mp-1187704,Y2ZnAg
mp-558974,Pr5(RuO6)2
mp-1179018,Tb5SbAu2
mp-1178369,CuNiO2
mp-1096898,Cr3N2
mp-1219262,ScInPd2
mp-1210288,Na3MoO4
mp-35267,Al5CuS8
mp-1188662,NaAs
mp-612670,YNiBC
